,county,date,vaccines_started,vaccines_completed,fips,state
12932,Summit,2021-05-13,973,1326,39153,OH
12933,Summit,2021-05-14,1817,1652,39153,OH
12934,Summit,2021-05-15,1263,1194,39153,OH
12935,Summit,2021-05-16,771,772,39153,OH
12936,Summit,2021-05-17,1095,1191,39153,OH
12937,Summit,2021-05-18,1463,1405,39153,OH
12938,Summit,2021-05-19,1828,1396,39153,OH
12939,Summit,2021-05-20,1286,1108,39153,OH
12940,Summit,2021-05-21,1542,1143,39153,OH
12941,Summit,2021-05-22,1104,1107,39153,OH
12942,Summit,2021-05-23,449,223,39153,OH
12943,Summit,2021-05-24,750,1141,39153,OH
12944,Summit,2021-05-25,770,1142,39153,OH
12945,Summit,2021-05-26,710,839,39153,OH
12946,Summit,2021-05-27,839,788,39153,OH
12947,Summit,2021-05-28,514,713,39153,OH
12948,Trumbull,2020-12-14,1,0,39155,OH
12949,Trumbull,2020-12-15,0,0,39155,OH
12950,Trumbull,2020-12-16,3,0,39155,OH
12951,Trumbull,2020-12-17,1,0,39155,OH
12952,Trumbull,2020-12-18,9,0,39155,OH
12953,Trumbull,2020-12-19,0,0,39155,OH
12954,Trumbull,2020-12-20,0,0,39155,OH
12955,Trumbull,2020-12-21,78,0,39155,OH
12956,Trumbull,2020-12-22,327,0,39155,OH
12957,Trumbull,2020-12-23,221,0,39155,OH
12958,Trumbull,2020-12-24,97,0,39155,OH
12959,Trumbull,2020-12-25,10,0,39155,OH
12960,Trumbull,2020-12-26,25,0,39155,OH
12961,Trumbull,2020-12-27,36,0,39155,OH
12962,Trumbull,2020-12-28,471,0,39155,OH
12963,Trumbull,2020-12-29,273,0,39155,OH
12964,Trumbull,2020-12-30,449,0,39155,OH
12965,Trumbull,2020-12-31,75,0,39155,OH
12966,Trumbull,2021-01-01,5,0,39155,OH
12967,Trumbull,2021-01-02,25,0,39155,OH
12968,Trumbull,2021-01-03,12,0,39155,OH
12969,Trumbull,2021-01-04,450,1,39155,OH
12970,Trumbull,2021-01-05,502,1,39155,OH
12971,Trumbull,2021-01-06,580,4,39155,OH
12972,Trumbull,2021-01-07,498,0,39155,OH
12973,Trumbull,2021-01-08,211,7,39155,OH
12974,Trumbull,2021-01-09,84,3,39155,OH
12975,Trumbull,2021-01-10,38,0,39155,OH
12976,Trumbull,2021-01-11,222,86,39155,OH
12977,Trumbull,2021-01-12,489,220,39155,OH
12978,Trumbull,2021-01-13,372,126,39155,OH
12979,Trumbull,2021-01-14,353,72,39155,OH
12980,Trumbull,2021-01-15,305,19,39155,OH
12981,Trumbull,2021-01-16,36,33,39155,OH
12982,Trumbull,2021-01-17,11,34,39155,OH
12983,Trumbull,2021-01-18,202,91,39155,OH
12984,Trumbull,2021-01-19,340,155,39155,OH
12985,Trumbull,2021-01-20,1038,200,39155,OH
12986,Trumbull,2021-01-21,1336,40,39155,OH
12987,Trumbull,2021-01-22,758,22,39155,OH
12988,Trumbull,2021-01-23,97,3,39155,OH
12989,Trumbull,2021-01-24,26,2,39155,OH
12990,Trumbull,2021-01-25,781,503,39155,OH
12991,Trumbull,2021-01-26,687,348,39155,OH
12992,Trumbull,2021-01-27,1250,325,39155,OH
12993,Trumbull,2021-01-28,1639,220,39155,OH
12994,Trumbull,2021-01-29,841,74,39155,OH
12995,Trumbull,2021-01-30,370,70,39155,OH
12996,Trumbull,2021-01-31,234,44,39155,OH
12997,Trumbull,2021-02-01,871,255,39155,OH
12998,Trumbull,2021-02-02,760,413,39155,OH
12999,Trumbull,2021-02-03,948,558,39155,OH
13000,Trumbull,2021-02-04,1230,512,39155,OH
13001,Trumbull,2021-02-05,776,240,39155,OH
13002,Trumbull,2021-02-06,215,54,39155,OH
13003,Trumbull,2021-02-07,162,13,39155,OH
13004,Trumbull,2021-02-08,411,272,39155,OH
13005,Trumbull,2021-02-09,786,398,39155,OH
13006,Trumbull,2021-02-10,375,861,39155,OH
13007,Trumbull,2021-02-11,722,920,39155,OH
13008,Trumbull,2021-02-12,668,625,39155,OH
13009,Trumbull,2021-02-13,497,52,39155,OH
13010,Trumbull,2021-02-14,137,5,39155,OH
13011,Trumbull,2021-02-15,164,271,39155,OH
13012,Trumbull,2021-02-16,434,731,39155,OH
13013,Trumbull,2021-02-17,791,862,39155,OH
13014,Trumbull,2021-02-18,756,1527,39155,OH
13015,Trumbull,2021-02-19,242,902,39155,OH
13016,Trumbull,2021-02-20,146,294,39155,OH
13017,Trumbull,2021-02-21,170,158,39155,OH
13018,Trumbull,2021-02-22,138,813,39155,OH
13019,Trumbull,2021-02-23,384,768,39155,OH
13020,Trumbull,2021-02-24,928,1099,39155,OH
13021,Trumbull,2021-02-25,1770,671,39155,OH
13022,Trumbull,2021-02-26,3006,699,39155,OH
13023,Trumbull,2021-02-27,534,239,39155,OH
13024,Trumbull,2021-02-28,335,186,39155,OH
13025,Trumbull,2021-03-01,646,473,39155,OH
13026,Trumbull,2021-03-02,1073,440,39155,OH
13027,Trumbull,2021-03-03,1586,854,39155,OH
13028,Trumbull,2021-03-04,680,1193,39155,OH
13029,Trumbull,2021-03-05,1222,915,39155,OH
13030,Trumbull,2021-03-06,432,201,39155,OH
13031,Trumbull,2021-03-07,474,64,39155,OH
13032,Trumbull,2021-03-08,605,469,39155,OH
13033,Trumbull,2021-03-09,920,1056,39155,OH
13034,Trumbull,2021-03-10,1548,748,39155,OH
13035,Trumbull,2021-03-11,752,1443,39155,OH
13036,Trumbull,2021-03-12,1068,464,39155,OH
13037,Trumbull,2021-03-13,546,472,39155,OH
13038,Trumbull,2021-03-14,224,105,39155,OH
13039,Trumbull,2021-03-15,577,299,39155,OH
13040,Trumbull,2021-03-16,755,523,39155,OH
13041,Trumbull,2021-03-17,1022,853,39155,OH
13042,Trumbull,2021-03-18,1740,430,39155,OH
13043,Trumbull,2021-03-19,924,2473,39155,OH
13044,Trumbull,2021-03-20,519,139,39155,OH
13045,Trumbull,2021-03-21,164,69,39155,OH
13046,Trumbull,2021-03-22,464,381,39155,OH
13047,Trumbull,2021-03-23,1040,626,39155,OH
13048,Trumbull,2021-03-24,1746,647,39155,OH
13049,Trumbull,2021-03-25,1220,1698,39155,OH
13050,Trumbull,2021-03-26,992,674,39155,OH
13051,Trumbull,2021-03-27,513,251,39155,OH
13052,Trumbull,2021-03-28,597,198,39155,OH
13053,Trumbull,2021-03-29,564,764,39155,OH
13054,Trumbull,2021-03-30,1165,1165,39155,OH
13055,Trumbull,2021-03-31,943,1430,39155,OH
13056,Trumbull,2021-04-01,1959,958,39155,OH
13057,Trumbull,2021-04-02,702,788,39155,OH
13058,Trumbull,2021-04-03,257,319,39155,OH
13059,Trumbull,2021-04-04,55,84,39155,OH
13060,Trumbull,2021-04-05,514,742,39155,OH
13061,Trumbull,2021-04-06,1561,727,39155,OH
13062,Trumbull,2021-04-07,1026,1516,39155,OH
13063,Trumbull,2021-04-08,1279,952,39155,OH
13064,Trumbull,2021-04-09,733,878,39155,OH
13065,Trumbull,2021-04-10,486,384,39155,OH
13066,Trumbull,2021-04-11,136,428,39155,OH
13067,Trumbull,2021-04-12,444,662,39155,OH
13068,Trumbull,2021-04-13,630,781,39155,OH
13069,Trumbull,2021-04-14,896,820,39155,OH
13070,Trumbull,2021-04-15,484,1565,39155,OH
13071,Trumbull,2021-04-16,461,487,39155,OH
13072,Trumbull,2021-04-17,239,291,39155,OH
13073,Trumbull,2021-04-18,51,106,39155,OH
13074,Trumbull,2021-04-19,207,656,39155,OH
13075,Trumbull,2021-04-20,323,1104,39155,OH
13076,Trumbull,2021-04-21,267,1798,39155,OH
13077,Trumbull,2021-04-22,427,1069,39155,OH
13078,Trumbull,2021-04-23,388,547,39155,OH
13079,Trumbull,2021-04-24,180,436,39155,OH
13080,Trumbull,2021-04-25,36,296,39155,OH
13081,Trumbull,2021-04-26,227,546,39155,OH
13082,Trumbull,2021-04-27,444,1091,39155,OH
13083,Trumbull,2021-04-28,278,649,39155,OH
13084,Trumbull,2021-04-29,226,1645,39155,OH
13085,Trumbull,2021-04-30,390,538,39155,OH
13086,Trumbull,2021-05-01,137,248,39155,OH
13087,Trumbull,2021-05-02,38,120,39155,OH
13088,Trumbull,2021-05-03,166,562,39155,OH
13089,Trumbull,2021-05-04,247,1370,39155,OH
13090,Trumbull,2021-05-05,294,1000,39155,OH
13091,Trumbull,2021-05-06,182,875,39155,OH
13092,Trumbull,2021-05-07,324,566,39155,OH
13093,Trumbull,2021-05-08,218,204,39155,OH
13094,Trumbull,2021-05-09,30,31,39155,OH
13095,Trumbull,2021-05-10,139,317,39155,OH
13096,Trumbull,2021-05-11,266,488,39155,OH
13097,Trumbull,2021-05-12,188,491,39155,OH
13098,Trumbull,2021-05-13,308,628,39155,OH
13099,Trumbull,2021-05-14,421,367,39155,OH
13100,Trumbull,2021-05-15,302,224,39155,OH
13101,Trumbull,2021-05-16,161,45,39155,OH
13102,Trumbull,2021-05-17,399,305,39155,OH
13103,Trumbull,2021-05-18,502,380,39155,OH
13104,Trumbull,2021-05-19,448,324,39155,OH
13105,Trumbull,2021-05-20,479,343,39155,OH
13106,Trumbull,2021-05-21,408,290,39155,OH
13107,Trumbull,2021-05-22,321,159,39155,OH
13108,Trumbull,2021-05-23,130,42,39155,OH
13109,Trumbull,2021-05-24,208,206,39155,OH
13110,Trumbull,2021-05-25,309,365,39155,OH
13111,Trumbull,2021-05-26,209,264,39155,OH
13112,Trumbull,2021-05-27,237,231,39155,OH
13113,Trumbull,2021-05-28,90,117,39155,OH
13114,Tuscarawas,2020-12-14,0,0,39157,OH
13115,Tuscarawas,2020-12-15,1,0,39157,OH
13116,Tuscarawas,2020-12-16,31,0,39157,OH
13117,Tuscarawas,2020-12-17,1,0,39157,OH
13118,Tuscarawas,2020-12-18,26,0,39157,OH
13119,Tuscarawas,2020-12-19,2,0,39157,OH
13120,Tuscarawas,2020-12-20,0,0,39157,OH
13121,Tuscarawas,2020-12-21,51,0,39157,OH
13122,Tuscarawas,2020-12-22,2,0,39157,OH
13123,Tuscarawas,2020-12-23,90,0,39157,OH
13124,Tuscarawas,2020-12-24,25,0,39157,OH
13125,Tuscarawas,2020-12-25,1,0,39157,OH
13126,Tuscarawas,2020-12-26,97,0,39157,OH
13127,Tuscarawas,2020-12-27,125,0,39157,OH
13128,Tuscarawas,2020-12-28,84,0,39157,OH
13129,Tuscarawas,2020-12-29,159,0,39157,OH
13130,Tuscarawas,2020-12-30,187,0,39157,OH
13131,Tuscarawas,2020-12-31,218,0,39157,OH
13132,Tuscarawas,2021-01-01,6,0,39157,OH
13133,Tuscarawas,2021-01-02,166,0,39157,OH
13134,Tuscarawas,2021-01-03,6,0,39157,OH
13135,Tuscarawas,2021-01-04,108,1,39157,OH
13136,Tuscarawas,2021-01-05,265,3,39157,OH
13137,Tuscarawas,2021-01-06,235,29,39157,OH
13138,Tuscarawas,2021-01-07,134,1,39157,OH
13139,Tuscarawas,2021-01-08,76,25,39157,OH
13140,Tuscarawas,2021-01-09,16,0,39157,OH
13141,Tuscarawas,2021-01-10,2,0,39157,OH
13142,Tuscarawas,2021-01-11,121,50,39157,OH
13143,Tuscarawas,2021-01-12,171,1,39157,OH
13144,Tuscarawas,2021-01-13,196,104,39157,OH
13145,Tuscarawas,2021-01-14,97,5,39157,OH
13146,Tuscarawas,2021-01-15,125,4,39157,OH
13147,Tuscarawas,2021-01-16,13,2,39157,OH
13148,Tuscarawas,2021-01-17,19,120,39157,OH
13149,Tuscarawas,2021-01-18,39,68,39157,OH
13150,Tuscarawas,2021-01-19,80,62,39157,OH
13151,Tuscarawas,2021-01-20,125,9,39157,OH
13152,Tuscarawas,2021-01-21,467,65,39157,OH
13153,Tuscarawas,2021-01-22,359,37,39157,OH
13154,Tuscarawas,2021-01-23,527,103,39157,OH
13155,Tuscarawas,2021-01-24,21,1,39157,OH
13156,Tuscarawas,2021-01-25,179,42,39157,OH
13157,Tuscarawas,2021-01-26,185,180,39157,OH
13158,Tuscarawas,2021-01-27,226,190,39157,OH
13159,Tuscarawas,2021-01-28,442,184,39157,OH
13160,Tuscarawas,2021-01-29,168,77,39157,OH
13161,Tuscarawas,2021-01-30,310,33,39157,OH
13162,Tuscarawas,2021-01-31,24,4,39157,OH
13163,Tuscarawas,2021-02-01,420,64,39157,OH
13164,Tuscarawas,2021-02-02,214,157,39157,OH
13165,Tuscarawas,2021-02-03,291,168,39157,OH
13166,Tuscarawas,2021-02-04,308,106,39157,OH
13167,Tuscarawas,2021-02-05,828,185,39157,OH
13168,Tuscarawas,2021-02-06,71,16,39157,OH
13169,Tuscarawas,2021-02-07,19,20,39157,OH
13170,Tuscarawas,2021-02-08,89,119,39157,OH
13171,Tuscarawas,2021-02-09,237,217,39157,OH
13172,Tuscarawas,2021-02-10,240,95,39157,OH
13173,Tuscarawas,2021-02-11,354,161,39157,OH
13174,Tuscarawas,2021-02-12,265,218,39157,OH
13175,Tuscarawas,2021-02-13,52,80,39157,OH
13176,Tuscarawas,2021-02-14,5,17,39157,OH
13177,Tuscarawas,2021-02-15,43,82,39157,OH
13178,Tuscarawas,2021-02-16,153,153,39157,OH
13179,Tuscarawas,2021-02-17,291,118,39157,OH
13180,Tuscarawas,2021-02-18,327,395,39157,OH
13181,Tuscarawas,2021-02-19,49,292,39157,OH
13182,Tuscarawas,2021-02-20,56,658,39157,OH
13183,Tuscarawas,2021-02-21,0,12,39157,OH
13184,Tuscarawas,2021-02-22,219,339,39157,OH
13185,Tuscarawas,2021-02-23,246,148,39157,OH
13186,Tuscarawas,2021-02-24,174,233,39157,OH
13187,Tuscarawas,2021-02-25,651,444,39157,OH
13188,Tuscarawas,2021-02-26,124,458,39157,OH
13189,Tuscarawas,2021-02-27,70,78,39157,OH
13190,Tuscarawas,2021-02-28,25,25,39157,OH
13191,Tuscarawas,2021-03-01,281,193,39157,OH
13192,Tuscarawas,2021-03-02,484,189,39157,OH
13193,Tuscarawas,2021-03-03,524,158,39157,OH
13194,Tuscarawas,2021-03-04,383,530,39157,OH
13195,Tuscarawas,2021-03-05,223,790,39157,OH
13196,Tuscarawas,2021-03-06,100,77,39157,OH
13197,Tuscarawas,2021-03-07,32,28,39157,OH
13198,Tuscarawas,2021-03-08,425,235,39157,OH
13199,Tuscarawas,2021-03-09,499,321,39157,OH
13200,Tuscarawas,2021-03-10,847,153,39157,OH
13201,Tuscarawas,2021-03-11,489,434,39157,OH
13202,Tuscarawas,2021-03-12,387,195,39157,OH
13203,Tuscarawas,2021-03-13,232,227,39157,OH
13204,Tuscarawas,2021-03-14,28,2,39157,OH
13205,Tuscarawas,2021-03-15,775,42,39157,OH
13206,Tuscarawas,2021-03-16,330,449,39157,OH
13207,Tuscarawas,2021-03-17,431,185,39157,OH
13208,Tuscarawas,2021-03-18,552,441,39157,OH
13209,Tuscarawas,2021-03-19,494,356,39157,OH
13210,Tuscarawas,2021-03-20,97,14,39157,OH
13211,Tuscarawas,2021-03-21,32,5,39157,OH
13212,Tuscarawas,2021-03-22,146,576,39157,OH
13213,Tuscarawas,2021-03-23,251,338,39157,OH
13214,Tuscarawas,2021-03-24,179,589,39157,OH
13215,Tuscarawas,2021-03-25,671,226,39157,OH
13216,Tuscarawas,2021-03-26,526,160,39157,OH
13217,Tuscarawas,2021-03-27,128,73,39157,OH
13218,Tuscarawas,2021-03-28,41,8,39157,OH
13219,Tuscarawas,2021-03-29,227,369,39157,OH
13220,Tuscarawas,2021-03-30,387,544,39157,OH
13221,Tuscarawas,2021-03-31,219,453,39157,OH
13222,Tuscarawas,2021-04-01,723,278,39157,OH
13223,Tuscarawas,2021-04-02,369,454,39157,OH
13224,Tuscarawas,2021-04-03,112,83,39157,OH
13225,Tuscarawas,2021-04-04,12,20,39157,OH
13226,Tuscarawas,2021-04-05,289,473,39157,OH
13227,Tuscarawas,2021-04-06,455,421,39157,OH
13228,Tuscarawas,2021-04-07,368,503,39157,OH
13229,Tuscarawas,2021-04-08,539,833,39157,OH
13230,Tuscarawas,2021-04-09,229,595,39157,OH
13231,Tuscarawas,2021-04-10,187,124,39157,OH
13232,Tuscarawas,2021-04-11,65,74,39157,OH
13233,Tuscarawas,2021-04-12,222,592,39157,OH
13234,Tuscarawas,2021-04-13,192,189,39157,OH
13235,Tuscarawas,2021-04-14,265,199,39157,OH
13236,Tuscarawas,2021-04-15,121,608,39157,OH
13237,Tuscarawas,2021-04-16,185,434,39157,OH
13238,Tuscarawas,2021-04-17,72,80,39157,OH
13239,Tuscarawas,2021-04-18,16,35,39157,OH
13240,Tuscarawas,2021-04-19,192,131,39157,OH
13241,Tuscarawas,2021-04-20,112,325,39157,OH
13242,Tuscarawas,2021-04-21,334,155,39157,OH
13243,Tuscarawas,2021-04-22,244,535,39157,OH
13244,Tuscarawas,2021-04-23,193,294,39157,OH
13245,Tuscarawas,2021-04-24,80,123,39157,OH
13246,Tuscarawas,2021-04-25,24,40,39157,OH
13247,Tuscarawas,2021-04-26,72,175,39157,OH
13248,Tuscarawas,2021-04-27,127,530,39157,OH
13249,Tuscarawas,2021-04-28,102,252,39157,OH
13250,Tuscarawas,2021-04-29,101,526,39157,OH
13251,Tuscarawas,2021-04-30,244,178,39157,OH
13252,Tuscarawas,2021-05-01,64,42,39157,OH
13253,Tuscarawas,2021-05-02,24,11,39157,OH
13254,Tuscarawas,2021-05-03,74,323,39157,OH
13255,Tuscarawas,2021-05-04,113,224,39157,OH
13256,Tuscarawas,2021-05-05,78,168,39157,OH
13257,Tuscarawas,2021-05-06,114,198,39157,OH
13258,Tuscarawas,2021-05-07,138,218,39157,OH
13259,Tuscarawas,2021-05-08,50,95,39157,OH
13260,Tuscarawas,2021-05-09,8,28,39157,OH
13261,Tuscarawas,2021-05-10,85,67,39157,OH
13262,Tuscarawas,2021-05-11,67,213,39157,OH
13263,Tuscarawas,2021-05-12,63,398,39157,OH
13264,Tuscarawas,2021-05-13,115,147,39157,OH
13265,Tuscarawas,2021-05-14,176,289,39157,OH
13266,Tuscarawas,2021-05-15,96,105,39157,OH
13267,Tuscarawas,2021-05-16,44,21,39157,OH
13268,Tuscarawas,2021-05-17,132,160,39157,OH
13269,Tuscarawas,2021-05-18,150,109,39157,OH
13270,Tuscarawas,2021-05-19,252,196,39157,OH
13271,Tuscarawas,2021-05-20,122,214,39157,OH
13272,Tuscarawas,2021-05-21,176,191,39157,OH
13273,Tuscarawas,2021-05-22,74,70,39157,OH
13274,Tuscarawas,2021-05-23,91,34,39157,OH
13275,Tuscarawas,2021-05-24,97,95,39157,OH
13276,Tuscarawas,2021-05-25,72,107,39157,OH
13277,Tuscarawas,2021-05-26,137,97,39157,OH
13278,Tuscarawas,2021-05-27,53,86,39157,OH
13279,Tuscarawas,2021-05-28,54,220,39157,OH
13280,Union,2020-12-14,3,0,39159,OH
13281,Union,2020-12-15,4,0,39159,OH
13282,Union,2020-12-16,6,0,39159,OH
13283,Union,2020-12-17,12,0,39159,OH
13284,Union,2020-12-18,22,0,39159,OH
13285,Union,2020-12-19,1,0,39159,OH
13286,Union,2020-12-20,1,0,39159,OH
13287,Union,2020-12-21,13,0,39159,OH
13288,Union,2020-12-22,21,0,39159,OH
13289,Union,2020-12-23,229,0,39159,OH
13290,Union,2020-12-24,47,1,39159,OH
13291,Union,2020-12-25,0,0,39159,OH
13292,Union,2020-12-26,49,0,39159,OH
13293,Union,2020-12-27,11,1,39159,OH
13294,Union,2020-12-28,61,0,39159,OH
13295,Union,2020-12-29,121,1,39159,OH
13296,Union,2020-12-30,175,0,39159,OH
13297,Union,2020-12-31,155,1,39159,OH
13298,Union,2021-01-01,5,0,39159,OH
13299,Union,2021-01-02,26,0,39159,OH
13300,Union,2021-01-03,4,0,39159,OH
13301,Union,2021-01-04,92,0,39159,OH
13302,Union,2021-01-05,92,3,39159,OH
13303,Union,2021-01-06,85,4,39159,OH
13304,Union,2021-01-07,160,9,39159,OH
13305,Union,2021-01-08,253,19,39159,OH
13306,Union,2021-01-09,35,1,39159,OH
13307,Union,2021-01-10,13,1,39159,OH
13308,Union,2021-01-11,66,16,39159,OH
13309,Union,2021-01-12,104,19,39159,OH
13310,Union,2021-01-13,112,86,39159,OH
13311,Union,2021-01-14,91,6,39159,OH
13312,Union,2021-01-15,121,5,39159,OH
13313,Union,2021-01-16,64,35,39159,OH
13314,Union,2021-01-17,23,1,39159,OH
13315,Union,2021-01-18,20,16,39159,OH
13316,Union,2021-01-19,93,31,39159,OH
13317,Union,2021-01-20,369,163,39159,OH
13318,Union,2021-01-21,176,33,39159,OH
13319,Union,2021-01-22,342,29,39159,OH
13320,Union,2021-01-23,54,5,39159,OH
13321,Union,2021-01-24,19,3,39159,OH
13322,Union,2021-01-25,90,48,39159,OH
13323,Union,2021-01-26,86,86,39159,OH
13324,Union,2021-01-27,159,150,39159,OH
13325,Union,2021-01-28,143,90,39159,OH
13326,Union,2021-01-29,517,75,39159,OH
13327,Union,2021-01-30,58,9,39159,OH
13328,Union,2021-01-31,20,2,39159,OH
13329,Union,2021-02-01,85,81,39159,OH
13330,Union,2021-02-02,111,90,39159,OH
13331,Union,2021-02-03,136,150,39159,OH
13332,Union,2021-02-04,166,143,39159,OH
13333,Union,2021-02-05,536,182,39159,OH
13334,Union,2021-02-06,118,58,39159,OH
13335,Union,2021-02-07,100,33,39159,OH
13336,Union,2021-02-08,57,74,39159,OH
13337,Union,2021-02-09,84,123,39159,OH
13338,Union,2021-02-10,192,393,39159,OH
13339,Union,2021-02-11,76,146,39159,OH
13340,Union,2021-02-12,318,362,39159,OH
13341,Union,2021-02-13,61,42,39159,OH
13342,Union,2021-02-14,9,2,39159,OH
13343,Union,2021-02-15,35,39,39159,OH
13344,Union,2021-02-16,59,34,39159,OH
13345,Union,2021-02-17,305,200,39159,OH
13346,Union,2021-02-18,34,155,39159,OH
13347,Union,2021-02-19,107,520,39159,OH
13348,Union,2021-02-20,543,46,39159,OH
13349,Union,2021-02-21,4,21,39159,OH
13350,Union,2021-02-22,36,80,39159,OH
13351,Union,2021-02-23,319,161,39159,OH
13352,Union,2021-02-24,347,154,39159,OH
13353,Union,2021-02-25,77,135,39159,OH
13354,Union,2021-02-26,291,543,39159,OH
13355,Union,2021-02-27,26,96,39159,OH
13356,Union,2021-02-28,14,23,39159,OH
13357,Union,2021-03-01,56,66,39159,OH
13358,Union,2021-03-02,311,86,39159,OH
13359,Union,2021-03-03,213,210,39159,OH
13360,Union,2021-03-04,133,107,39159,OH
13361,Union,2021-03-05,401,342,39159,OH
13362,Union,2021-03-06,152,147,39159,OH
13363,Union,2021-03-07,18,34,39159,OH
13364,Union,2021-03-08,180,127,39159,OH
13365,Union,2021-03-09,391,133,39159,OH
13366,Union,2021-03-10,158,132,39159,OH
13367,Union,2021-03-11,449,332,39159,OH
13368,Union,2021-03-12,542,295,39159,OH
13369,Union,2021-03-13,94,551,39159,OH
13370,Union,2021-03-14,32,13,39159,OH
13371,Union,2021-03-15,106,50,39159,OH
13372,Union,2021-03-16,381,347,39159,OH
13373,Union,2021-03-17,241,77,39159,OH
13374,Union,2021-03-18,526,370,39159,OH
13375,Union,2021-03-19,422,258,39159,OH
13376,Union,2021-03-20,504,27,39159,OH
13377,Union,2021-03-21,140,12,39159,OH
13378,Union,2021-03-22,289,61,39159,OH
13379,Union,2021-03-23,486,310,39159,OH
13380,Union,2021-03-24,447,128,39159,OH
13381,Union,2021-03-25,651,237,39159,OH
13382,Union,2021-03-26,535,346,39159,OH
13383,Union,2021-03-27,459,110,39159,OH
13384,Union,2021-03-28,72,8,39159,OH
13385,Union,2021-03-29,187,67,39159,OH
13386,Union,2021-03-30,552,330,39159,OH
13387,Union,2021-03-31,418,247,39159,OH
13388,Union,2021-04-01,698,481,39159,OH
13389,Union,2021-04-02,520,369,39159,OH
13390,Union,2021-04-03,172,100,39159,OH
13391,Union,2021-04-04,32,13,39159,OH
13392,Union,2021-04-05,168,139,39159,OH
13393,Union,2021-04-06,500,382,39159,OH
13394,Union,2021-04-07,417,400,39159,OH
13395,Union,2021-04-08,695,472,39159,OH
13396,Union,2021-04-09,594,507,39159,OH
13397,Union,2021-04-10,390,462,39159,OH
13398,Union,2021-04-11,76,117,39159,OH
13399,Union,2021-04-12,136,172,39159,OH
13400,Union,2021-04-13,444,441,39159,OH
13401,Union,2021-04-14,87,312,39159,OH
13402,Union,2021-04-15,341,545,39159,OH
13403,Union,2021-04-16,307,435,39159,OH
13404,Union,2021-04-17,298,438,39159,OH
13405,Union,2021-04-18,16,74,39159,OH
13406,Union,2021-04-19,54,401,39159,OH
13407,Union,2021-04-20,259,477,39159,OH
13408,Union,2021-04-21,92,309,39159,OH
13409,Union,2021-04-22,139,535,39159,OH
13410,Union,2021-04-23,190,532,39159,OH
13411,Union,2021-04-24,40,152,39159,OH
13412,Union,2021-04-25,13,54,39159,OH
13413,Union,2021-04-26,65,209,39159,OH
13414,Union,2021-04-27,128,445,39159,OH
13415,Union,2021-04-28,91,362,39159,OH
13416,Union,2021-04-29,112,534,39159,OH
13417,Union,2021-04-30,230,501,39159,OH
13418,Union,2021-05-01,122,332,39159,OH
13419,Union,2021-05-02,12,66,39159,OH
13420,Union,2021-05-03,46,115,39159,OH
13421,Union,2021-05-04,114,361,39159,OH
13422,Union,2021-05-05,59,154,39159,OH
13423,Union,2021-05-06,85,363,39159,OH
13424,Union,2021-05-07,103,399,39159,OH
13425,Union,2021-05-08,61,201,39159,OH
13426,Union,2021-05-09,22,15,39159,OH
13427,Union,2021-05-10,30,64,39159,OH
13428,Union,2021-05-11,56,341,39159,OH
13429,Union,2021-05-12,81,106,39159,OH
13430,Union,2021-05-13,230,236,39159,OH
13431,Union,2021-05-14,246,309,39159,OH
13432,Union,2021-05-15,99,54,39159,OH
13433,Union,2021-05-16,70,30,39159,OH
13434,Union,2021-05-17,141,58,39159,OH
13435,Union,2021-05-18,263,187,39159,OH
13436,Union,2021-05-19,119,112,39159,OH
13437,Union,2021-05-20,221,183,39159,OH
13438,Union,2021-05-21,143,192,39159,OH
13439,Union,2021-05-22,90,83,39159,OH
13440,Union,2021-05-23,42,11,39159,OH
13441,Union,2021-05-24,56,59,39159,OH
13442,Union,2021-05-25,145,157,39159,OH
13443,Union,2021-05-26,44,54,39159,OH
13444,Union,2021-05-27,108,119,39159,OH
13445,Union,2021-05-28,37,42,39159,OH
13446,Unknown,2020-12-14,0,0,,OH
13447,Unknown,2020-12-15,2,0,,OH
13448,Unknown,2020-12-16,1,0,,OH
13449,Unknown,2020-12-17,1,0,,OH
13450,Unknown,2020-12-18,0,0,,OH
13451,Unknown,2020-12-19,0,0,,OH
13452,Unknown,2020-12-20,138,32,,OH
13453,Unknown,2020-12-21,6,0,,OH
13454,Unknown,2020-12-22,79,0,,OH
13455,Unknown,2020-12-23,97,0,,OH
13456,Unknown,2020-12-24,26,0,,OH
13457,Unknown,2020-12-25,2,0,,OH
13458,Unknown,2020-12-26,24,0,,OH
13459,Unknown,2020-12-27,1,0,,OH
13460,Unknown,2020-12-28,55,0,,OH
13461,Unknown,2020-12-29,83,0,,OH
13462,Unknown,2020-12-30,85,0,,OH
13463,Unknown,2020-12-31,59,0,,OH
13464,Unknown,2021-01-01,1,0,,OH
13465,Unknown,2021-01-02,9,0,,OH
13466,Unknown,2021-01-03,0,0,,OH
13467,Unknown,2021-01-04,39,0,,OH
13468,Unknown,2021-01-05,63,1,,OH
13469,Unknown,2021-01-06,104,3,,OH
13470,Unknown,2021-01-07,72,0,,OH
13471,Unknown,2021-01-08,30,1,,OH
13472,Unknown,2021-01-09,12,0,,OH
13473,Unknown,2021-01-10,0,0,,OH
13474,Unknown,2021-01-11,44,5,,OH
13475,Unknown,2021-01-12,41,21,,OH
13476,Unknown,2021-01-13,60,7,,OH
13477,Unknown,2021-01-14,75,0,,OH
